Date,High,Low,Open,Close,Volume,Difference
2018-08-12,6626.4,5898.3,6232.1,6379.1,17.63M,2.37%
2018-08-19,6840.8,6255.9,6379.1,6734.8,20.84M,5.58%
2018-08-26,7264.3,6573.1,6734.9,7189.6,26.36M,6.75%
2018-09-02,7409.9,6132.3,7189.6,6184.3,26.79M,-13.98%
2018-09-09,6867.3,6148.8,6184.3,6519,22.18M,5.41%
2018-09-16,6833.3,6144.5,6519,6729.6,33.27M,3.23%
2018-09-23,6809.2,5977,6729.6,6603.9,59.02M,-1.87%
2018-09-30,6682.3,6034.9,6603.9,6596.3,64.74M,-0.12%
2018-10-07,6699.5,6206.2,6596.3,6321.7,907.69K,-4.16%
2018-10-14,7358.4,6300,6321.6,6572.2,1.21M,3.96%
2018-10-21,6643.1,6473.7,6575.9,6494.2,685.44K,-1.19%
2018-10-28,6502.2,6257.8,6494.6,6386.2,897.36K,-1.66%
2018-11-04,6594.3,6359.7,6386.2,6427.1,1.04M,0.64%
2018-11-11,6475.9,5384.1,6427.1,5621.8,1.64M,-12.53%
2018-11-18,5727.9,3821.5,5621,3920.4,2.69M,-30.26%
2018-11-25,4440.1,3634.2,3920.3,4196.2,3.46M,7.03%
2018-12-02,4316.1,3251.8,4196.2,3430.4,2.98M,-18.25%
2018-12-09,3677.6,3177,3430.3,3228.7,2.82M,-5.88%
2018-12-16,4153.1,3225.9,3228.6,3964.4,4.77M,22.79%
2018-12-23,4208.2,3560.8,3964.3,3706.8,4.18M,-6.50%
2018-12-30,3894.8,3658.8,3708.2,3785.4,3.52M,2.12%
2019-01-06,4070.5,3561.3,3785.7,3597.2,3.80M,-4.97%
2019-01-13,3715.2,3473.2,3597.3,3677.8,3.50M,2.24%
2019-01-20,3699.1,3465.2,3676.2,3570.9,3.16M,-2.91%
2019-01-27,3583.2,3368.2,3570.9,3502.5,3.68M,-1.92%
2019-02-03,3721.1,3382.5,3502.3,3661.4,3.78M,4.54%
2019-02-10,3681.1,3580.2,3661,3616.8,3.65M,-1.22%
2019-02-17,4152.6,3607.9,3616.8,4120.4,5.61M,13.92%
2019-02-24,4194.2,3701.9,4120.5,3823.1,12.42M,-7.21%
2019-03-03,3964,3681.8,3823.2,3944.3,19.19M,3.17%
2019-03-10,4050.6,3817.1,3944.4,4006.4,19.44M,1.57%
2019-03-17,4064,3923.8,4006.4,4002.5,20.06M,-0.10%
2019-03-24,4138.1,3897.9,4002.6,4111.8,19.14M,2.73%
2019-03-31,5278.4,4076.8,4111.8,5046.2,36.99M,22.73%
2019-04-07,5404.1,4889.2,5046.1,5051.8,5.83M,0.11%
2019-04-14,5327,4964.2,5052,5290.2,4.90M,4.72%
2019-04-21,5594.4,5137.4,5290.2,5265.9,6.56M,-0.46%
2019-04-28,5899.2,5188.9,5265.7,5830.9,5.56M,10.73%
2019-05-05,7373.8,5630.5,5830.8,7190.3,5.78M,23.31%
2019-05-12,8323.9,6802.6,7190,7262.6,9.03M,1.01%
2019-05-19,8253.4,7252.3,7261.9,8027.4,6.20M,10.53%
2019-05-26,9045.9,7866.5,8029.6,8545.7,20.69M,6.46%
2019-06-02,8807.7,7480.4,8545.8,7901.4,4.88M,-7.54%
2019-06-09,8856.7,7516.9,7901.6,8812.5,4.24M,11.53%
2019-06-16,11160.5,8771.1,8812.2,10721.7,5.15M,21.66%
2019-06-23,13929.8,10493.5,10721.5,11906.5,7.21M,11.05%
2019-06-30,12179.3,9728.5,11906,11268,6.41M,-5.36%
2019-07-07,13134.4,10839.4,11267.9,11364.9,5.64M,0.86%
2019-07-14,11448.7,9082.6,11364.3,10826.7,6.29M,-4.74%
2019-07-21,10883.8,9389.1,10827,9492.1,4.02M,-12.33%
2019-07-28,10893.6,9401.1,9491.1,10815.7,3.89M,13.94%
2019-08-04,12291.9,10568.8,10816.1,11314.5,4.55M,4.61%
2019-08-11,11728.4,9580.1,11314.6,10218.1,4.62M,-9.69%
2019-08-18,10941.6,9777,10219.3,10131,3.57M,-0.85%
2019-08-25,10568.2,9343,10132.1,9594.4,3.29M,-5.30%
2019-09-01,10896.2,9533.6,9594.7,10461.1,3.62M,9.03%
2019-09-08,10578,9908.9,10461.6,10337.3,2.74M,-1.18%
2019-09-15,10360.5,9707.6,10337.3,9993,2.51M,-3.33%
2019-09-22,10075,7773.6,9993,8208.5,4.23M,-17.86%
2019-09-29,8486.2,7749,8208,8127.3,3.23M,-0.99%
2019-10-06,8751.1,7797,8127.3,8304.4,4.00M,2.18%
2019-10-13,8450.2,7842,8304.3,7957.3,3.38M,-4.18%
2019-10-20,10540,7329.2,7957.4,9230.6,4.23M,16.00%
2019-10-27,9866.9,9081,9230.6,9226.6,4.03M,-0.04%
